"doi","name","url","subjects","match"
"10.25504/FAIRsharing.drtwnh","figshare","http://figshare.com/","c(""Data Management"", ""Subject Agnostic"", ""Data Visualization"")",NA
"10.25504/FAIRsharing.htzwqf","PASS2","http://caps.ncbs.res.in/pass2/","Life Science","Life Science"
"10.25504/FAIRsharing.4dfs3p","Whole-Cell Knowledge Base","http://www.wholecellkb.org","c(""Genomics"", ""Life Science"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.xcvp6a","Extracellular RNA Atlas","https://exrna-atlas.org","c(""Life Science"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.6QPjtA","NSF Arctic Data Center","https://arcticdata.io/","c(""Soil Science"", ""Botany"", ""Geochemistry"", ""Hydrogeology"", ""Environmental Science"", ""Zoology"", ""Humanities"", ""Geography"", ""Chemistry"", ""Humanities and Social Science"", ""Natural Science"", ""Earth Science"", ""Atmospheric Science"", ""Agriculture"", ""Mineralogy"", ""Life Science"", ""Physics"", ""Oceanography"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.f43996","Atmospheric Infrared Sounder","https://airs.jpl.nasa.gov/data/about-the-data/processing/","c(""Geophysics"", ""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.Q7gFA9","MitImpact","https://mitimpact.css-mendel.it/","c(""Functional Genomics"", ""Genomics"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.668458","SARS-CoV-2 Database","https://covid19.sfb.uit.no","c(""Genomics"", ""Virology"")",NA
"10.25504/FAIRsharing.PD1PEt","Blackfynn Discover","https://discover.blackfynn.com","character(0)",NA
"10.25504/FAIRsharing.caOJPM","In-service Aircraft for a Global Observing System Data Portal","http://iagos-data.fr/","c(""Environmental Science"", ""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.Q86Asf","Regulatory Element Database for Drosophila","http://redfly.ccr.buffalo.edu/","c(""Data Integration"", ""Bioinformatics"", ""Genetics"", ""Life Science"", ""Molecular Genetics"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.64mr5a","NASA GeneLab","https://genelab.nasa.gov/","c(""Metagenomics"", ""Genomics"", ""Epigenetics"", ""Proteomics"", ""Life Science"", ""Metabolomics"", ""Transcriptomics"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.4dqw0","The Arabidopsis Information Resource","http://www.arabidopsis.org/","c(""Life Science"", ""Metabolomics"")","Life Science"
"10.25504/FAIRsharing.g4z879","Open Science Framework","http://osf.io","c(""Data Management"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.uovQrT","Vivli","https://vivli.org/","c(""Medicine"", ""Clinical Studies"", ""Health Science"", ""Virology"", ""Biomedical Science"", ""Preclinical Studies"")",NA
"10.25504/FAIRsharing.t2e1ss","Harvard Dataverse","https://dataverse.harvard.edu","c(""Data Management"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.3epmpp","Mendeley Data","https://data.mendeley.com","c(""Data Management"", ""Subject Agnostic"", ""Data Visualization"")",NA
"10.25504/FAIRsharing.AN3lMf","InParanoid","http://inparanoid.sbc.su.se/cgi-bin/index.cgi","Life Science","Life Science"
"10.25504/FAIRsharing.c23cqq","Ensembl Metazoa","https://metazoa.ensembl.org/index.html","c(""Genomics"", ""Comparative Genomics"")",NA
"10.25504/FAIRsharing.fex4c8","Rfam","http://rfam.xfam.org/","Genetics",NA
"10.25504/FAIRsharing.nv6mrg","G-Node Data Infrastructure Services","https://gin.g-node.org/","c(""Neurophysiology"", ""Neuroscience"")",NA
"10.25504/FAIRsharing.dnxzmk","Synapse","https://www.synapse.org/","c(""Data Integration"", ""Data Management"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.893fc2","GERDA","https://eng.geus.dk/products-services-facilities/data-and-maps/national-geophysical-database-gerda/","c(""Hydrogeology"", ""Geophysics"", ""Earth Science"", ""Water Research"")",NA
"10.25504/FAIRsharing.d90938","Information Commons for Rice","http://ic4r.org","Genomics",NA
"10.25504/FAIRsharing.fe8b36","TreatmentBank ","https://plazi.org/treatmentbank/","c(""Taxonomy"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.wOcTaM","Genomic Observatories Meta-Database","https://geome-db.org/","c(""Genetics"", ""Ecology"", ""Biodiversity"", ""Evolutionary Biology"", ""Oceanography"")",NA
"10.25504/FAIRsharing.4Sj3vE","iProX","https://www.iprox.org/","Proteomics",NA
NA,"Résif Seismological Data Portal","https://seismology.resif.fr/","c(""Geophysics"", ""Geodesy"", ""Earth Science"")",NA
"10.25504/FAIRsharing.bcdtjc","Enzyme Portal","http://www.ebi.ac.uk/enzymeportal/","c(""Biochemistry"", ""Enzymology"")",NA
"10.25504/FAIRsharing.nnvcr9","FAIRDOMHub","https://fairdomhub.org/","c(""Molecular biology"", ""Bioinformatics"", ""Data Management"", ""Proteomics"", ""Biotechnology"", ""Life Science"", ""Metabolomics"", ""Transcriptomics"", ""Microbiology"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.ss78t4","SIGnaling Network Open Resource","https://signor.uniroma2.it/user_guide.php","Biology",NA
"10.25504/FAIRsharing.bpkzqp","Immunology Database and Analysis Portal","https://immport.org","c(""Clinical Studies"", ""Immunology"", ""Biomedical Science"", ""Translational Medicine"", ""Preclinical Studies"")",NA
"10.25504/FAIRsharing.Yedluf","Clinical Interpretation of Variants in Cancer","https://civicdb.org/","c(""Oncology"", ""Bioinformatics"", ""Comparative Genomics"", ""Translational Medicine"")",NA
"10.25504/FAIRsharing.ACANXg","Research Vocabularies Australia","https://vocabs.ardc.edu.au","c(""Knowledge and Information Systems"", ""Subject Agnostic"", ""Ontology and Terminology"")",NA
"10.25504/FAIRsharing.wP3t2L","Complex Portal","https://www.ebi.ac.uk/complexportal/","c(""Functional Genomics"", ""Structural Biology"", ""Proteomics"", ""Systems Biology"")",NA
"10.25504/FAIRsharing.6a3ef8","DesignSafe Data Depot Repository","https://www.designsafe-ci.org/data/browser/public/","c(""Geochemistry"", ""Hydraulic Engineering"", ""Geology"", ""Geophysics"", ""Geoinformatics"", ""Civil Engineering"", ""Geotechnics"", ""Hydrography"", ""Structural Engineering"", ""Hydrology"", ""Fluid Mechanics"")",NA
"10.25504/FAIRsharing.jykmkw","Golm Metabolome Database","http://gmd.mpimp-golm.mpg.de/","c(""Life Science"", ""Metabolomics"")","Life Science"
"10.25504/FAIRsharing.b5ec59","mouseTube","https://mousetube.pasteur.fr/","Zoology",NA
"10.25504/FAIRsharing.0c6fea","Ontology Cross Reference Service","https://www.ebi.ac.uk/spot/oxo/","c(""Life Science"", ""Ontology and Terminology"")","Life Science"
"10.25504/FAIRsharing.b52cce","CIRAD Dataverse","https://dataverse.cirad.fr/","c(""Environmental Science"", ""Agriculture"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.ca2870","Clinical Genome Resource","https://www.clinicalgenome.org/","c(""Genomics"", ""Clinical Studies"", ""Pharmacogenomics"")",NA
"10.25504/FAIRsharing.1e82b0","Botanical Collections","https://www.botanicalcollections.be","c(""Botany"", ""Taxonomy"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.23ac74","PlutoF","https://plutof.ut.ee/","c(""Metagenomics"", ""Genomics"", ""Taxonomy"", ""Ecology"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.5q1p14","Joint Genome Institute, Genomes OnLine Database","https://gold.jgi.doe.gov/","c(""Metagenomics"", ""Genomics"", ""Phylogenetics"", ""Metabolomics"", ""Ontology and Terminology"")",NA
NA,"COVID-19 Host Genetics Initiative","https://www.covid19hg.org/","c(""Genetics"", ""Virology"")",NA
"10.25504/FAIRsharing.pfes4f","Protein Protein Interaction Inhibition Database","https://2p2idb.marseille.inserm.fr/2p2idb-update.php","Life Science","Life Science"
"10.25504/FAIRsharing.meh9wz","Acytostelium Gene Database","http://cosmos.bot.kyoto-u.ac.jp/acytodb//cgi-bin/index.cgi?org=as","c(""Genomics"", ""Life Science"", ""Transcriptomics"")","Life Science"
NA,"Integbio Database Catalog","http://integbio.jp/dbcatalog/?lang=en","Life Science","Life Science"
"10.25504/FAIRsharing.by3p8p","brainlife","https://brainlife.io","c(""Neurobiology"", ""Computational Neuroscience"", ""Computational Biology"", ""Computer Science"", ""Biomedical Science"", ""Bioengineering"", ""Neuroscience"")",NA
"10.25504/FAIRsharing.RJ99Pj","HumanMine","https://www.humanmine.org/","c(""Genomics"", ""Biology"")",NA
NA,"ChecklistBank","https://www.checklistbank.org/","c(""Bioinformatics"", ""Taxonomy"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.r09jt6","JWS Online","https://jws2.sysmo-db.org/","Systems Biology",NA
NA,"Global Hydrology Resource Center","https://ghrc.nsstc.nasa.gov/home/","c(""Hydrogeology"", ""Geography"", ""Meteorology"", ""Earth Science"", ""Atmospheric Science"", ""Water Management"", ""Hydrology"")",NA
"10.25504/FAIRsharing.fe9kyy","GREENC","http://greenc.sciencedesigners.com/","c(""Genomics"", ""Life Science"")","Life Science"
NA,"Natural History Museum Data Portal","https://data.nhm.ac.uk/","c(""Botany"", ""Geochemistry"", ""Zoology"", ""Paleontology"", ""Entomology"", ""Life Science"", ""Natural History"")","Life Science"
"10.25504/FAIRsharing.k337f0","DNA Data Bank of Japan","https://www.ddbj.nig.ac.jp/ddbj","c(""Functional Genomics"", ""Metagenomics"", ""Genomics"", ""Bioinformatics"", ""Data Management"", ""Transcriptomics"")",NA
"10.25504/FAIRsharing.mtkc4","EffectiveDB","http://effectivedb.org","Life Science","Life Science"
"10.25504/FAIRsharing.07cf72","WorkflowHub","https://workflowhub.eu","c(""Life Science"", ""Subject Agnostic"")","Life Science"
"10.25504/FAIRsharing.g646hq","MetalPDB","http://metalpdb.cerm.unifi.it/","Structural Biology",NA
"10.25504/FAIRsharing.va62ke","BiGG Models","http://bigg.ucsd.edu","c(""Life Science"", ""Metabolomics"")","Life Science"
"10.25504/FAIRsharing.lFdTxB","Disbiome","https://disbiome.ugent.be","c(""Bioinformatics"", ""Microbiology"")",NA
"10.25504/FAIRsharing.jm8fzm","Human Endogenous Retrovirus database","https://herv.img.cas.cz","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.f3b7a9","COVID-19 Data Portal","https://www.covid19dataportal.org","c(""Data Integration"", ""Virology"", ""Biomedical Science"", ""Epidemiology"")",NA
"10.25504/FAIRsharing.dff3ef","Electron Microscopy Public Image Archive","https://www.ebi.ac.uk/pdbe/emdb/empiar/","c(""Bioinformatics"", ""Biology"")",NA
"10.25504/FAIRsharing.kjncvg","NOAA National Centers for Environmental Information Data Access Portal","https://www.ncei.noaa.gov/access/search/index","c(""Environmental Science"", ""Geophysics"", ""Meteorology"", ""Earth Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.c44d2b","Biodiversity Literature Repository ","https://biolitrepo.org/","c(""Taxonomy"", ""Phylogeny"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.7d66cf","Minimum Information in Spheroid IDentity","https://www.mispheroid.org/","Cell Biology",NA
"10.25504/FAIRsharing.8b65db","Global Registry of Scientific Collections","https://www.gbif.org/grscicoll","c(""Bioinformatics"", ""Taxonomy"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.xp1x9c","Ascidian Network for In Situ Expression and Embryological Data","https://www.aniseed.cnrs.fr/","c(""Functional Genomics"", ""Anatomy"", ""Epigenomics"", ""Genomics"", ""Developmental Biology"", ""Phylogenomics"", ""Embryology"", ""Life Science"", ""Transcriptomics"", ""Comparative Genomics"", ""Ontology and Terminology"")","Life Science"
"10.25504/FAIRsharing.f8e156","APICURON","https://apicuron.org/","Subject Agnostic",NA
"10.25504/FAIRsharing.a98a55","EV-TRACK","https://www.evtrack.org/","c(""Physiology"", ""Cell Biology"", ""Pathology"")",NA
"10.25504/FAIRsharing.41718d","Index Herbariorum","http://sweetgum.nybg.org/science/ih/","c(""Botany"", ""Geography"")",NA
"10.25504/FAIRsharing.74d22a","COVID-19 SeroHub","https://doi.org/10.17917/3pz5-5m44","c(""Public Health"", ""Global Health"", ""Medical Virology"")",NA
"10.25504/FAIRsharing.h3tjtr","Comparative Toxicogenomics Database","http://ctdbase.org/","c(""Environmental Science"", ""Anatomy"", ""Toxicogenomics"", ""Toxicology"", ""Biomedical Science"", ""Comparative Genomics"", ""Systems Biology"")",NA
"10.25504/FAIRsharing.88b8d1","United States Department of Agriculture Economics, Statistics and Market Information System","https://usda.library.cornell.edu/","c(""Business Administration"", ""Earth Science"", ""Agriculture"", ""Agricultural Economics"")",NA
"10.25504/FAIRsharing.d05nwx","IntAct molecular interaction database","https://www.ebi.ac.uk/intact/home","Biology",NA
"10.25504/FAIRsharing.t19hpa","Integrated Taxonomic Information System","https://www.itis.gov/","c(""Taxonomy"", ""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.bf65d9","meereisportal.de Data Portal","https://data.seaiceportal.de","c(""Meteorology"", ""Earth Science"", ""Remote Sensing"")",NA
"10.25504/FAIRsharing.8t18te","Cell Image Library","http://www.cellimagelibrary.org","c(""Life Science"", ""Cell Biology"")","Life Science"
NA,"IBISBA","https://hub.ibisba.eu","c(""Life Science"", ""Microbiology"", ""Synthetic Biology"")","Life Science"
"10.25504/FAIRsharing.8b7a2f","Fisheries and Oceans Canada Pacific Region Data Archive","http://www.pac.dfo-mpo.gc.ca/science/oceans/data-donnees/index-eng.html","c(""Environmental Science"", ""Meteorology"", ""Earth Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.284kre","The DNA Replication Origin Database","http://cerevisiae.oridb.org/","Life Science","Life Science"
"10.25504/FAIRsharing.dxj07r","MGnify","https://www.ebi.ac.uk/metagenomics/","c(""Environmental Science"", ""Taxonomy"", ""Phylogeny"", ""Biodiversity"", ""Phylogenomics"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.hezt3h","DOMMINO: A comprehensive database of macromolecular interactions","http://www.dommino.org","Life Science","Life Science"
"10.25504/FAIRsharing.M6Ruz3","Open Data Commons for Spinal Cord Injury","https://odc-sci.org","c(""Neurobiology"", ""Neurology"", ""Biomedical Science"", ""Neuroscience"")",NA
"10.25504/FAIRsharing.d8fea5","Metabolonote","http://metabolonote.kazusa.or.jp","c(""Life Science"", ""Metabolomics"")","Life Science"
"10.25504/FAIRsharing.6AmTXC","Biodiversity Exploratories Information System","https://www.bexis.uni-jena.de/","c(""Soil Science"", ""Botany"", ""Zoology"", ""Ecology"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.78d3ad","(Re)Building a Kidney","https://rebuildingakidney.org","c(""Molecular biology"", ""Genomics"", ""Developmental Biology"", ""Cell Biology"")",NA
"10.25504/FAIRsharing.1gn47b","Target Central Resource Database","http://juniper.health.unm.edu/tcrd/","c(""Life Science"", ""Biomedical Science"")","Life Science"
NA,"U.S. Energy Information Administration","https://www.eia.gov/","c(""Economics"", ""Environmental Science"", ""Engineering Science"", ""Construction Engineering"", ""Geography"", ""Energy Engineering"", ""Building Engineering Physics"", ""Architecture"", ""Chemistry"", ""Earth Science"", ""Physics"", ""Power Engineering"")",NA
"10.25504/FAIRsharing.pmv2gA","The Polygenic Score Catalog","http://www.pgscatalog.org","c(""Quantitative Genetics"", ""Human Genetics"", ""Epidemiology"")",NA
"10.25504/FAIRsharing.jjka8c","Knowledge Network for Biocomplexity","https://knb.ecoinformatics.org","c(""Environmental Science"", ""Ecology"", ""Earth Science"")",NA
"10.25504/FAIRsharing.29zsb8","SNPedia","http://SNPedia.com","c(""Medicine"", ""Genetics"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.x0dzdt","Type IV Secretion system Resource","http://db-mml.sjtu.edu.cn/SecReT4/","Life Science","Life Science"
"10.25504/FAIRsharing.BnLUyq","Plant Genome Integrative Explorer","https://plantgenie.org","c(""Functional Genomics"", ""Genomics"", ""Bioinformatics"", ""Phylogenetics"", ""Life Science"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.w13xsb","National Center for Atmospheric Research Climate Data Gateway","https://www.earthsystemgrid.org/","c(""Environmental Science"", ""Earth Science"")",NA
NA,"EarthExplorer","https://earthexplorer.usgs.gov/","c(""Cartography"", ""Geography"", ""Earth Science"", ""Remote Sensing"")",NA
"10.25504/FAIRsharing.ew61fn","WholeCellSimDB","http://www.wholecellsimdb.org","c(""Life Science"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.yytevr","MetaCyc","http://metacyc.org/","c(""Life Science"", ""Metabolomics"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.karvzj","Yeast Resource Center Public Data Repository","http://www.yeastrc.org/pdr/","c(""Computational Biology"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.vebj4e","RNA Characterization of Secondary Structure Motifs","http://cossmos.slu.edu","Life Science","Life Science"
"10.25504/FAIRsharing.swbypy","AmoebaDB","http://amoebadb.org","c(""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.63520c","bio.tools","https://bio.tools/","c(""Bioinformatics"", ""Biomedical Science"", ""Biology"")",NA
"10.25504/FAIRsharing.5gjjsg","Chemical Abstracts Service Registry","http://www.cas.org/content/chemical-substances","c(""Chemistry"", ""Ontology and Terminology"")",NA
NA,"Distributed Archives for Neurophysiology Data Integration","https://www.dandiarchive.org","Neurophysiology",NA
"10.25504/FAIRsharing.g3j5qj","Orthologous MAtrix","http://omabrowser.org/oma/about/","Life Science","Life Science"
"10.25504/FAIRsharing.L13TT5","National Institute of Mental Health Data Archive","https://nda.nih.gov","c(""Medicine"", ""Clinical Studies"")",NA
"10.25504/FAIRsharing.ad1zae","Ensembl Protists","http://protists.ensembl.org/index.html","c(""Genomics"", ""Comparative Genomics"")",NA
"10.25504/FAIRsharing.rm14bx","NeuroVault","https://neurovault.org/","c(""Neurobiology"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.j4ebq1","MitoCheck","http://www.mitocheck.org","Cell Biology",NA
"10.25504/FAIRsharing.ae956n","Integrated Microbial Genomes And Microbiomes","http://img.jgi.doe.gov/cgi-bin/m/main.cgi","c(""Metagenomics"", ""Genomics"", ""Comparative Genomics"")",NA
"10.25504/FAIRsharing.k6a8e5","Newt-omics","http://newt-omics.mpi-bn.mpg.de","Genetics",NA
"10.25504/FAIRsharing.q1fdkc","Integrated relational Enzyme database","http://www.ebi.ac.uk/intenz","c(""Bioinformatics"", ""Enzymology"")",NA
"10.25504/FAIRsharing.hjxSpv","SuperDRUG2 - A One Stop Resource for Approved/Marketed Drugs","http://cheminfo.charite.de/superdrug2/","c(""Health Science"", ""Chemistry"", ""Pharmacology"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.1nshwd","Open Source Brain","http://www.opensourcebrain.org","c(""Neurobiology"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.d21jc4","Integrated Digitized Biocollections","https://www.idigbio.org/","c(""Biodiversity"", ""Life Science"", ""Natural History"")","Life Science"
"10.25504/FAIRsharing.6k0kwd","ArrayExpress","https://www.ebi.ac.uk/arrayexpress/","Functional Genomics",NA
"10.25504/FAIRsharing.xf30yc","Fungal and Oomycete genomics resource","http://fungidb.org","Genomics",NA
"10.25504/FAIRsharing.e1byny","PRoteomics IDEntifications database","http://www.ebi.ac.uk/pride/","c(""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.pwEima","BioSimulators","https://biosimulators.org","c(""Computational Biology"", ""Systems Biology"")",NA
"10.25504/FAIRsharing.mjq9vj","Kaggle Datasets","https://www.kaggle.com/datasets","c(""Data Management"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.ekj9zx","Standards for Reporting Enzymology Data Database","https://www.beilstein-strenda-db.org/strenda/","Enzymology",NA
"10.25504/FAIRsharing.37b795","COVID-19 Drug Interactions","https://www.covid19-druginteractions.org/","c(""Drug Discovery"", ""Drug Development"", ""Virology"", ""Biomedical Science"", ""Epidemiology"")",NA
"10.25504/FAIRsharing.5yH3KC","Medicago truncatula Genome Database","http://www.medicagogenome.org","c(""Botany"", ""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.r18yt0","data.eNanoMapper.net","https://data.enanomapper.net/","c(""Health Science"", ""Chemistry"")",NA
"10.25504/FAIRsharing.z0rqUk","Food and Agriculture Organization Corporate Statistical Database","http://www.fao.org/faostat/en/#data","c(""Environmental Science"", ""Forest Management"", ""Animal Breeding"", ""Animal Husbandry"", ""Food Security"", ""Agriculture"")",NA
"10.25504/FAIRsharing.x3hgaw","World Data Center for Climate at DRKZ","https://cera-www.dkrz.de/WDCC/ui/cerasearch/","c(""Geology"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.926415","MIRRI Information System Catalog","https://www.mirri.org/microbial-resources-data/","Microbiology",NA
"10.25504/FAIRsharing.tgjsm4","bNAber","http://bnaber.org/","c(""Immunogenetics"", ""Immunology"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.bb5rna","Sea scientific open data publication","https://www.seanoe.org/","c(""Life Science"", ""Oceanography"")","Life Science"
"10.25504/FAIRsharing.d9e488","National Inventory of Natural Heritage","https://inpn.mnhn.fr/","c(""Geology"", ""Paleontology"", ""Ecology"", ""Biodiversity"", ""Mineralogy"", ""Natural History"", ""Biology"")",NA
NA,"OceanDataPortal","http://www.oceandataportal.net/portal/portal/odp-theme/home","c(""Geology"", ""Paleontology"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"")",NA
"10.25504/FAIRsharing.30f068","Climate4Impact","https://climate4impact.eu/impactportal/general/index.jsp","Earth Science",NA
"10.25504/FAIRsharing.9c5ae7","WormQTL HD","https://www.wormqtl-hd.org/xqtl_panacea/molgenis.do","c(""Life Science"", ""Biomedical Science"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.7mnebr","Annotated regulatory Binding Sites from Orthologous Promoters","https://genome.crg.es/datasets/abs2005/","Biology",NA
"10.25504/FAIRsharing.q2ntvx","KinMutBase","http://structure.bmc.lu.se/idbase/KinMutBase/","c(""Life Science"", ""Biomedical Science"")","Life Science"
NA,"GIS Maps Portal at AWI","http://maps.awi.de/awimaps/","c(""Fisheries Science"", ""Environmental Science"", ""Earth Science"", ""Water Management"", ""Hydrology"")",NA
"10.25504/FAIRsharing.e92e9a","DatumKB: A Database of Biological Experimental Results","https://datum.csl.sri.com","c(""Molecular biology"", ""Computational Biology"", ""Life Science"", ""Cell Biology"", ""Human Biology"", ""Biology"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.6ffb92","Software Heritage","https://www.softwareheritage.org/","Computer Science",NA
"10.25504/FAIRsharing.da9307","EUDAT B2SHARE","https://b2share.eudat.eu/","Subject Agnostic",NA
"10.25504/FAIRsharing.83d06b","Phytozome","https://phytozome.jgi.doe.gov/pz/portal.html","c(""Genomics"", ""Life Science"", ""Comparative Genomics"")","Life Science"
"10.25504/FAIRsharing.50d4cd","Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observations","https://www-calipso.larc.nasa.gov","c(""Environmental Science"", ""Geology"", ""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.8e2b95","MycoCosm","https://mycocosm.jgi.doe.gov/mycocosm/home","Comparative Genomics",NA
"10.25504/FAIRsharing.p7ev6e","SigMol","http://bioinfo.imtech.res.in/manojk/sigmol/","c(""Biochemistry"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.z0ea6a","doRiNA","http://dorina.mdc-berlin.de","Life Science","Life Science"
"10.25504/FAIRsharing.26pqv5","MitoZoa","http://srv00.recas.ba.infn.it/mitozoa/","Life Science","Life Science"
"10.25504/FAIRsharing.7q4gsz","Protein Interaction Network Analysis platform","http://omics.bjcancer.org/pina/","c(""Life Science"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.m4a6d3","HotRegion","http://prism.ccbb.ku.edu.tr/hotregion","Life Science","Life Science"
"10.25504/FAIRsharing.x18jh7","HaploReg","http://compbio.mit.edu/HaploReg","Life Science","Life Science"
"10.25504/FAIRsharing.semw9e","CoryneRegNet 6.0 - Corynebacterial Regulation Network","http://www.coryneregnet.de/","Life Science","Life Science"
"10.25504/FAIRsharing.v1h8rk","Atlas of Living Australia IPT - GBIF Australia Repository","http://ipt.ala.org.au/","c(""Biodiversity"", ""Life Science"")","Life Science"
NA,"Chinese Clinical Trial Registry","http://www.chictr.org.cn/abouten.aspx","c(""Clinical Studies"", ""Virology"", ""Biomedical Science"", ""Epidemiology"")",NA
NA,"ARPHA","https://arphahub.com/","c(""Bioinformatics"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.a0k4cd","TarBase","http://www.microrna.gr/tarbase","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.xj7m8y","Natural Environmental Research Council Data Catalogue Service","https://data-search.nerc.ac.uk/geonetwork/srv/ger/catalog.search#/home","c(""Environmental Science"", ""Geology"", ""Meteorology"", ""Earth Science"", ""Atmospheric Science"", ""Oceanography"", ""Hydrology"")",NA
NA,"data.sciencespo","https://data.sciencespo.fr/","c(""Economics"", ""Social Science"", ""Humanities and Social Science"", ""Public Law"", ""Private Law"", ""Political Science"")",NA
"10.25504/FAIRsharing.2z0e8b","ExoCarta","http://www.exocarta.org","Life Science","Life Science"
"10.25504/FAIRsharing.tx95wa","EcoliWiki","https://ecoliwiki.org/colipedia/index.php/Welcome_to_EcoliWiki","c(""Genomics"", ""Bioinformatics"", ""Life Science"", ""Ontology and Terminology"")","Life Science"
"10.25504/FAIRsharing.g56qnp","Histone Infobase","http://www.iiserpune.ac.in/~coee/histome/","c(""Epigenetics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.5q1k","eQuilibrator - the biochemical thermodynamics calculator","http://equilibrator.weizmann.ac.il","c(""Thermodynamics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.wdbd3r","MetaCrop 2.0","http://metacrop.ipk-gatersleben.de","Life Science","Life Science"
"10.25504/FAIRsharing.hsy066","Online GEne Essentiality database","https://v3.ogee.info/#/home","c(""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.smqf7y","InterEvol database","http://biodev.cea.fr/interevol/","c(""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.z6rbe3","BacMap","http://bacmap.wishartlab.com","c(""Statistics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.wv5q9d","ProtoNet","http://www.protonet.cs.huji.ac.il/","Life Science","Life Science"
"10.25504/FAIRsharing.mhqkc7","GENI-ACT","http://geni-act.org/","Life Science","Life Science"
"10.25504/FAIRsharing.w8wbyj","BRCA Share","http://www.umd.be/BRCA1/","c(""Oncology"", ""Genetics"", ""Life Science"", ""Biomedical Science"", ""Preclinical Studies"")","Life Science"
"10.25504/FAIRsharing.pkm8j3","Merritt","https://merritt.cdlib.org/","c(""Humanities"", ""Social Science"", ""Mathematics"", ""Computer Science"", ""Biomedical Science"", ""Physics"")",NA
"10.25504/FAIRsharing.2qx8n8","Virus Pathogen Database and Analysis Resource","http://www.viprbrc.org","c(""Genomics"", ""Proteomics"", ""Virology"", ""Life Science"", ""Biomedical Science"", ""Epidemiology"")","Life Science"
"10.25504/FAIRsharing.m867wn","ADHDgene","http://adhd.psych.ac.cn/","c(""Genetics"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.44yp73","LegumeIP","http://plantgrn.noble.org/LegumeIP/","c(""Genomics"", ""Evolutionary Biology"", ""Transcriptomics"")",NA
NA,"LifeWatch ERIC Metadata Catalogue","https://metadatacatalogue.lifewatch.eu/","c(""Marine Biology"", ""Biodiversity"")",NA
