"id","title","agency"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","Medical Research Council"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","Netherlands Genomic Initiative (NGI)"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","United Mitochondrial Disease Foundation"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","National Institute for Health Research (NIHR)"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","NIH HHS"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","National Institutes of Health"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","National Institutes of Health"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","Dutch Research Council (NWO)"
"26919060","MSeqDR: A Centralized Knowledge Repository and Bioinformatics Web Resource to Facilitate Genomic Investigations in Mitochondrial Disease.","NINDS NIH HHS"
"26302176","Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.","NCI NIH HHS"
"26302176","Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.","NCI NIH HHS"
"26302176","Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.","Intramural NIH HHS"
"26302176","Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.","NCI NIH HHS"
"26302176","Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.","NCI NIH HHS"
"29106611","mVOC 2.0: a database of microbial volatiles.",NA
"25593349","The neXtProt knowledgebase on human proteins: current status.",NA
"27794041","NGSmethDB 2017: enhanced methylomes and differential methylation.",NA
"29106550","The OMA orthology database in 2018: retrieving evolutionary relationships among all domains of life through richer web and programmatic interfaces.","Biotechnology and Biological Sciences Research Council"
"29106550","The OMA orthology database in 2018: retrieving evolutionary relationships among all domains of life through richer web and programmatic interfaces.","Biotechnology and Biological Sciences Research Council"
"29106550","The OMA orthology database in 2018: retrieving evolutionary relationships among all domains of life through richer web and programmatic interfaces.","Biotechnology and Biological Sciences Research Council"
"29106550","The OMA orthology database in 2018: retrieving evolutionary relationships among all domains of life through richer web and programmatic interfaces.","Biotechnology and Biological Sciences Research Council"
"28053164","The Papillomavirus Episteme: a major update to the papillomavirus sequence database.",NA
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27613420","PCDDB: new developments at the Protein Circular Dichroism Data Bank.","Biotechnology and Biological Sciences Research Council"
"27789697","Protein Data Bank Japan (PDBj): updated user interfaces, resource description framework, analysis tools for large structures.",NA
"27987177","Plant Genome Duplication Database.",NA
"30371818","piRBase: a comprehensive database of piRNA sequences.","National Natural Science Foundation of China"
"30371818","piRBase: a comprehensive database of piRNA sequences.","National Key R&amp;D Program of China"
"32679723","Comparative Assessment of Protein Kinase Inhibitors in Public Databases and in PKIDB. ",NA
"30496475","PlanMine 3.0-improvements to a mineable resource of flatworm biology and biodiversity.","European Research Council"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","National Science Foundation"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","National Science Foundation"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","National Science Foundation"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","National Institute of Food and Agriculture"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","NHGRI NIH HHS"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","NHGRI NIH HHS"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","National Institutes of Health"
"31680153","Plant Reactome: a knowledgebase and resource for comparative pathway analysis.","National Institutes of Health"
"27987171","A Guide to the PLAZA 3.0 Plant Comparative Genomic Database.",NA
"24163105","PolymiRTS Database 3.0: linking polymorphisms in microRNAs and their target sites with human diseases and biological pathways.",NA
"29156057","PRGdb 3.0: a comprehensive platform for prediction and analysis of plant disease resistance genes.",NA
"31665479","ProteomicsDB: a multi-omics and multi-organism resource for life science research.","German Science Foundation"
"31665479","ProteomicsDB: a multi-omics and multi-organism resource for life science research.","Federal Ministry of Education and Research"
"31665479","ProteomicsDB: a multi-omics and multi-organism resource for life science research.","German Science Foundation"
"31665479","ProteomicsDB: a multi-omics and multi-organism resource for life science research.","German Science Foundation"
"31665479","ProteomicsDB: a multi-omics and multi-organism resource for life science research.","SAP"
"31665479","ProteomicsDB: a multi-omics and multi-organism resource for life science research.","Federal Ministry of Education and Research"
"34826364","Illustrative Tutorials for ProThermDB: Thermodynamic Database for Proteins and Mutants.",NA
"33313828","PSORTdb 4.0: expanded and redesigned bacterial and archaeal protein subcellular localization database incorporating new secondary localizations.","Canadian Institutes of Health Research"
"33313828","PSORTdb 4.0: expanded and redesigned bacterial and archaeal protein subcellular localization database incorporating new secondary localizations.","Genome Canada and Genome British Columbia"
"33313828","PSORTdb 4.0: expanded and redesigned bacterial and archaeal protein subcellular localization database incorporating new secondary localizations.","National Sciences and Engineering Research Council of Canada"
"33313828","PSORTdb 4.0: expanded and redesigned bacterial and archaeal protein subcellular localization database incorporating new secondary localizations.","CIHR"
"33313828","PSORTdb 4.0: expanded and redesigned bacterial and archaeal protein subcellular localization database incorporating new secondary localizations.","Frederick Banting and Charles Best Canada Graduate Scholarship"
"25361965","PTMcode v2: a resource for functional associations of post-translational modifications within and between proteins.",NA
"27899586","R-loopDB: a database for R-loop forming sequences (RLFS) and R-loops.",NA
"32009518","RATEmiRs: the rat atlas of tissue-specific and enriched miRNAs for discerning baseline expression exclusivity of candidate biomarkers.",NA
"24175918","RegPrecise 3.0--a resource for genome-scale exploration of transcriptional regulation in bacteria.",NA
"30053264","Updates to the RNA mapping database (RMDB), version 2.","NIGMS NIH HHS"
"30053264","Updates to the RNA mapping database (RMDB), version 2.","NIGMS NIH HHS"
"30053264","Updates to the RNA mapping database (RMDB), version 2.","NIGMS NIH HHS"
"33952332","SANCDB: an update on South African natural compounds and their readily available analogs.","Wellcome Trust"
"33952332","SANCDB: an update on South African natural compounds and their readily available analogs.","Grand Challenges Africa programme"
"33952332","SANCDB: an update on South African natural compounds and their readily available analogs.","DELGEME - Wellcome Trust"
"33952332","SANCDB: an update on South African natural compounds and their readily available analogs.","H3ABioNet - NIH"
"25300483","sc-PDB: a 3D-database of ligandable binding sites--10 years on.",NA
"25392407","SEVA 2.0: an update of the Standard European Vector Architecture for de-/re-construction of bacterial functionalities.",NA
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NCRR NIH HHS"
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NIGMS NIH HHS"
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NIGMS NIH HHS"
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NIGMS NIH HHS"
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NCRR NIH HHS"
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NIGMS NIH HHS"
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NIGMS NIH HHS"
"25501940","Using the structure-function linkage database to characterize functional domains in enzymes.","NIGMS NIH HHS"
"28654729","SIGNOR: A Database of Causal Relationships Between Biological Entities-A Short Guide to Searching and Browsing.",NA
"24293649","The SILVA and ""All-species Living Tree Project (LTP)"" taxonomic frameworks.",NA
"28110602","SITEX 2.0: Projections of protein functional sites on eukaryotic genes. Extension with orthologous genes.","Russian Foundation for Basic Research"
"28110602","SITEX 2.0: Projections of protein functional sites on eukaryotic genes. Extension with orthologous genes.","Russian Science Foundation"
"28110602","SITEX 2.0: Projections of protein functional sites on eukaryotic genes. Extension with orthologous genes.","Russian Science Foundation"
"29156309","Recent development of computational resources for new antibiotics discovery.","Novo Nordisk Fonden"
"29156309","Recent development of computational resources for new antibiotics discovery.","National Research Foundation of Korea"
"29156309","Recent development of computational resources for new antibiotics discovery.","Novo Nordisk Fonden"
"29156309","Recent development of computational resources for new antibiotics discovery.","NNF Center for Biosustainability"
"29156309","Recent development of computational resources for new antibiotics discovery.","National Research Foundation of Korea"
"29156309","Recent development of computational resources for new antibiotics discovery.","Ministry of Science, ICT and Future Planning"
"26578591","SomamiR 2.0: a database of cancer somatic mutations altering microRNA-ceRNA interactions.",NA
"29140531","An update on sORFs.org: a repository of small ORFs identified by ribosome profiling.",NA
"27987168","The Evolution of Soybean Knowledge Base (SoyKB).",NA
"24293645","STITCH 4: integration of protein-chemical interactions with user data.","Novo Nordisk Foundation Center for Protein Research"
"25352553","STRING v10: protein-protein interaction networks, integrated over the tree of life.","Novo Nordisk Foundation Center for Protein Research"
"27779621","A studyforrest extension, simultaneous fMRI and eye gaze recordings during prolonged natural stimulation.",NA
"25161662","Using the SUBcellular database for Arabidopsis proteins to localize the Deg protease family.",NA
"24178028","SubtiWiki-a database for the model organism Bacillus subtilis that links pathway, interaction and expression information.",NA
"30445555","The SUPERFAMILY 2.0 database: a significant proteome update and a new webserver.","Biotechnology and Biological Sciences Research Council"
"30445555","The SUPERFAMILY 2.0 database: a significant proteome update and a new webserver.","Medical Research Council"
"30445555","The SUPERFAMILY 2.0 database: a significant proteome update and a new webserver.","Biotechnology and Biological Sciences Research Council"
"29220077","Using the Arabidopsis Information Resource (TAIR) to Find Information About Arabidopsis Genes.",NA
"26546518","The Transporter Classification Database (TCDB): recent advances.","NIGMS NIH HHS"
"26546518","The Transporter Classification Database (TCDB): recent advances.","NIGMS NIH HHS"
"26546518","The Transporter Classification Database (TCDB): recent advances.","NIGMS NIH HHS"
"29106634","TCMID 2.0: a comprehensive resource for TCM.",NA
"31680154","TDR Targets 6: driving drug discovery for human pathogens through intensive chemogenomic data integration.","National Agency for the Promotion of Science and Technology, Argentina"
"31680154","TDR Targets 6: driving drug discovery for human pathogens through intensive chemogenomic data integration.","Argentinian Ministry of Science and Technology"
"31680154","TDR Targets 6: driving drug discovery for human pathogens through intensive chemogenomic data integration.","Wellcome Trust"
"31680154","TDR Targets 6: driving drug discovery for human pathogens through intensive chemogenomic data integration.","GlaxoSmithKline Argentina"
"31680154","TDR Targets 6: driving drug discovery for human pathogens through intensive chemogenomic data integration.","Indo-Argentina Bilateral Cooperation Project"
"34113986","Tfcancer: a manually curated database of transcription factors associated with human cancers. ",NA
"29087517","TFClass: expanding the classification of human transcription factors to their mammalian orthologs.",NA
"27899616","The TissueNet v.2 database: A quantitative view of protein-protein interactions across human tissues.",NA
"26590405","TSGene 2.0: an updated literature-based knowledgebase for tumor suppressor genes.","NCI NIH HHS"
"26590405","TSGene 2.0: an updated literature-based knowledgebase for tumor suppressor genes.","NCI NIH HHS"
"26590405","TSGene 2.0: an updated literature-based knowledgebase for tumor suppressor genes.","NCI NIH HHS"
"26590405","TSGene 2.0: an updated literature-based knowledgebase for tumor suppressor genes.","NLM NIH HHS"
"24214987","UniHI 7: an enhanced database for retrieval and interactive analysis of human molecular interaction networks.",NA
"25510499","VectorBase: an updated bioinformatics resource for invertebrate vectors and other organisms related with human diseases.","PHS HHS"
"25510499","VectorBase: an updated bioinformatics resource for invertebrate vectors and other organisms related with human diseases.","PHS HHS"
"25510499","VectorBase: an updated bioinformatics resource for invertebrate vectors and other organisms related with human diseases.","PHS HHS"
"26578559","VFDB 2016: hierarchical and refined dataset for big data analysis--10 years on.",NA
"24259431","Updates on the web-based VIOLIN vaccine database and analysis system.","NIGMS NIH HHS"
"24259431","Updates on the web-based VIOLIN vaccine database and analysis system.","NIAID NIH HHS"
"33313778","VIPERdb v3.0: a structure-based data analytics platform for viral capsids.","NIH"
"33313778","VIPERdb v3.0: a structure-based data analytics platform for viral capsids.","NIAID NIH HHS"
"34530999","VitiVar: A locus specific database of vitiligo associated genes and variations.",NA
"26519407","WheatGenome.info: A Resource for Wheat Genomics Resource.",NA
"25313157","Xenbase, the Xenopus model organism database; new virtualized system, data types and genomes.","NICHD NIH HHS"
"25313157","Xenbase, the Xenopus model organism database; new virtualized system, data types and genomes.","NICHD NIH HHS"
"25313157","Xenbase, the Xenopus model organism database; new virtualized system, data types and genomes.","NICHD NIH HHS"
"27899612","YMDB 2.0: a significantly expanded version of the yeast metabolome database.","CIHR"
"26980515","2P2Idb v2: update of a structural database dedicated to orthosteric modulation of protein-protein interactions. ",NA
"32542109","Abasy Atlas v2.2: The most comprehensive and up-to-date inventory of meta-curated, historical, bacterial regulatory networks, their completeness and system-level characterization.","Dirección General de Asuntos del Personal Académico, Universidad Nacional Autónoma de México"
"25555720","Improved methods for classification, prediction, and design of antimicrobial peptides.","NIAID NIH HHS"
"25555720","Improved methods for classification, prediction, and design of antimicrobial peptides.","NIAID NIH HHS"
"25555720","Improved methods for classification, prediction, and design of antimicrobial peptides.","NIAID NIH HHS"
"25555720","Improved methods for classification, prediction, and design of antimicrobial peptides.","NIAID NIH HHS"
"31696234","BiGG Models 2020: multi-strain genome-scale models and expansion across the phylogenetic tree.","NNF Center for Biosustainability"
"31696234","BiGG Models 2020: multi-strain genome-scale models and expansion across the phylogenetic tree.","NNF Center for Biosustainability"
"31696234","BiGG Models 2020: multi-strain genome-scale models and expansion across the phylogenetic tree.","Novo Nordisk Fonden"
"31308250","Integration and Analysis of CPTAC Proteomics Data in the Context of Cancer Genomics in the cBioPortal.","Leidos"
"31308250","Integration and Analysis of CPTAC Proteomics Data in the Context of Cancer Genomics in the cBioPortal.","HHS | NIH | National Cancer Institute"
"31308250","Integration and Analysis of CPTAC Proteomics Data in the Context of Cancer Genomics in the cBioPortal.","HHS | NIH | National Cancer Institute"
"31308250","Integration and Analysis of CPTAC Proteomics Data in the Context of Cancer Genomics in the cBioPortal.","HHS | NIH | National Cancer Institute"
"31308250","Integration and Analysis of CPTAC Proteomics Data in the Context of Cancer Genomics in the cBioPortal.","NCI NIH HHS"
"26286194","Carbohydrate structure database merged from bacterial, archaeal, plant and fungal parts.",NA
"32621232","Dockground Tool for Development and Benchmarking of Protein Docking Procedures.","NIGMS NIH HHS"
"33080015","NASA GeneLab: interfaces for the exploration of space omics data.","National Aeronautics and Space Administration"
"33221922","The UCSC Genome Browser database: 2021 update.","National Human Genome Research Institute"
"33221922","The UCSC Genome Browser database: 2021 update.","Silicon Valley Community Foundation"
"33221922","The UCSC Genome Browser database: 2021 update.","NHGRI NIH HHS"
"33221922","The UCSC Genome Browser database: 2021 update.","National Institutes of Health"
"33221922","The UCSC Genome Browser database: 2021 update.","NHGRI NIH HHS"
"33221922","The UCSC Genome Browser database: 2021 update.","UCSC Baskin Endowed Chair Funds"
"33221922","The UCSC Genome Browser database: 2021 update.","NHGRI NIH HHS"
"33221922","The UCSC Genome Browser database: 2021 update.","Howard Hughes Medical Institute"
"33221922","The UCSC Genome Browser database: 2021 update.","National Human Genome Research Institute"
"33221922","The UCSC Genome Browser database: 2021 update.","NIMH NIH HHS"
"33221922","The UCSC Genome Browser database: 2021 update.","NHGRI NIH HHS"
"33221922","The UCSC Genome Browser database: 2021 update.","Silicon Valley Community Foundation"
"33221922","The UCSC Genome Browser database: 2021 update.","National Human Genome Research Institute"
"33221922","The UCSC Genome Browser database: 2021 update.","California Institute for Regenerative Medicine"
"33221922","The UCSC Genome Browser database: 2021 update.","NHGRI NIH HHS"
"33221922","The UCSC Genome Browser database: 2021 update.","National Human Genome Research Institute"
"33221922","The UCSC Genome Browser database: 2021 update.","Center for Information Technology Research in the Interest of Society"
"33221922","The UCSC Genome Browser database: 2021 update.","National Human Genome Research Institute"
"33221922","The UCSC Genome Browser database: 2021 update.","University of California Office of the President Emergency"
"33221922","The UCSC Genome Browser database: 2021 update.","NHGRI NIH HHS"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","Ministry of Education, Culture, Sports, Science and Technology"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","AMED"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","Japan Agency for Medical Research and Development"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","Japan Agency for Medical Research and Development"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","AMED"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","Japan Agency for Medical Research and Development"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","AMED"
"33179747","jMorp updates in 2020: large enhancement of multi-omics data resources on the general Japanese population.","Japan Agency for Medical Research and Development"
"25740498","Data mining in newt-omics, the repository for omics data from the newt.",NA
"25398902","YM500v2: a small RNA sequencing (smRNA-seq) database for human cancer miRNome research.",NA
"23203872","The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.","NCRR NIH HHS"
"23203872","The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.","NINDS NIH HHS"
"23203872","The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.","Intramural NIH HHS"
"23203872","The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.","NCRR NIH HHS"
"23203872","The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.","NCRR NIH HHS"
"23203872","The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.","NINDS NIH HHS"
"23203872","The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.","NIH HHS"
"23193292","NPIDB: Nucleic acid-Protein Interaction DataBase.",NA
"28150236","Bioinformatics Analysis of Protein Phosphorylation in Plant Systems Biology Using P3DB.",NA
"24194597","ppdb: plant promoter database version 3.0.",NA
"28053165","proGenomes: a resource for consistent functional and taxonomic annotations of prokaryotic genomes.","European Research Council"
"28053165","proGenomes: a resource for consistent functional and taxonomic annotations of prokaryotic genomes.","European Research Council"
"28053165","proGenomes: a resource for consistent functional and taxonomic annotations of prokaryotic genomes.","European Research Council"
"28499913","Integration of gel-based and gel-free proteomic data for functional analysis of proteins through Soybean Proteome Database.","JSPS"
"26607947","SymbioGenomesDB: a database for the integration and access to knowledge on host-symbiont relationships. ",NA
"26311606","Connected brains and minds--The UMCD repository for brain connectivity matrices.","NIA NIH HHS"
"26311606","Connected brains and minds--The UMCD repository for brain connectivity matrices.","NIMH NIH HHS"
"26311606","Connected brains and minds--The UMCD repository for brain connectivity matrices.","NINDS NIH HHS"
"29858801","Allele Frequency Net Database.","Biotechnology and Biological Sciences Research Council"
"26602686","Developmental progress and current status of the Animal QTLdb.",NA
"26481351","Expression Atlas update--an integrated database of gene and protein expression in humans, animals and plants.","Biotechnology and Biological Sciences Research Council"
"26481351","Expression Atlas update--an integrated database of gene and protein expression in humans, animals and plants.","NHGRI NIH HHS"
"26481351","Expression Atlas update--an integrated database of gene and protein expression in humans, animals and plants.","Biotechnology and Biological Sciences Research Council"
"26481351","Expression Atlas update--an integrated database of gene and protein expression in humans, animals and plants.","NHGRI NIH HHS"
"26481351","Expression Atlas update--an integrated database of gene and protein expression in humans, animals and plants.","Wellcome Trust"
"26582919","EBI metagenomics in 2016--an expanding and evolving resource for the analysis and archiving of metagenomic data.","Biotechnology and Biological Sciences Research Council"
"26582919","EBI metagenomics in 2016--an expanding and evolving resource for the analysis and archiving of metagenomic data.","Biotechnology and Biological Sciences Research Council"
"28437484","ECG-ViEW II, a freely accessible electrocardiogram database.","Korea Health Industry Development Institute"
"28437484","ECG-ViEW II, a freely accessible electrocardiogram database.","Korea Health Industry Development Institute"
"24265223","EMAGE mouse embryo spatial gene expression database: 2014 update.","Medical Research Council"
"27048349","Genic insights from integrated human proteomics in GeneCards. ",NA
"24178034","IDEAL in 2014 illustrates interaction networks composed of intrinsically disordered proteins and their binding partners.",NA
"23175610","The mouse genome database: genotypes, phenotypes, and models of human disease.","NHGRI NIH HHS"
"23175610","The mouse genome database: genotypes, phenotypes, and models of human disease.","NHGRI NIH HHS"
"29761459","Mouse Genome Informatics (MGI) Is the International Resource for Information on the Laboratory Mouse.","NICHD NIH HHS"
"26657633","The International Nucleotide Sequence Database Collaboration.","Biotechnology and Biological Sciences Research Council"
"26657633","The International Nucleotide Sequence Database Collaboration.","Intramural NIH HHS"
"26657633","The International Nucleotide Sequence Database Collaboration.","Wellcome Trust"
"29156006","DIANA-TarBase v8: a decade-long collection of experimentally supported miRNA-gene interactions.",NA
"25514926","PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.","NHLBI NIH HHS"
"25514926","PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.","NIGMS NIH HHS"
"25514926","PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.","NIAAA NIH HHS"
"25514926","PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.","NHLBI NIH HHS"
"25514926","PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.","NCI NIH HHS"
"25514926","PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.","NCI NIH HHS"
"25514926","PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.","NIAAA NIH HHS"
"32102777","The 2019 novel coronavirus resource.",NA
"29106613","3DIV: A 3D-genome Interaction Viewer and database.",NA
"21702733","Keeping up with genetic discoveries in amyotrophic lateral sclerosis: the ALSoD and ALSGene databases.","European Commission FP7"
"23161672","APPRIS: annotation of principal and alternative splice isoforms.","NHGRI NIH HHS"
"23161672","APPRIS: annotation of principal and alternative splice isoforms.","NHGRI NIH HHS"
"30204897","AnimalTFDB 3.0: a comprehensive resource for annotation and prediction of animal transcription factors.","National Key Research and Development Program of China"
"30204897","AnimalTFDB 3.0: a comprehensive resource for annotation and prediction of animal transcription factors.","National Natural Science Foundation of China"
"30204897","AnimalTFDB 3.0: a comprehensive resource for annotation and prediction of animal transcription factors.","National Natural Science Foundation of China"
"30204897","AnimalTFDB 3.0: a comprehensive resource for annotation and prediction of animal transcription factors.","National Natural Science Foundation of China"
"30204897","AnimalTFDB 3.0: a comprehensive resource for annotation and prediction of animal transcription factors.","National Natural Science Foundation of China"
"32406920","AnnoLnc2: the one-stop portal to systematically annotate novel lncRNAs for human and mouse.","China 863 Program"
"32406920","AnnoLnc2: the one-stop portal to systematically annotate novel lncRNAs for human and mouse.","State Key Laboratory of Protein and Plant Gene Research"
"32406920","AnnoLnc2: the one-stop portal to systematically annotate novel lncRNAs for human and mouse.","National Key Research and Development Program"
"32406920","AnnoLnc2: the one-stop portal to systematically annotate novel lncRNAs for human and mouse.","Beijing Advanced Innovation Center for Genomics"
"32406920","AnnoLnc2: the one-stop portal to systematically annotate novel lncRNAs for human and mouse.","National Program for Support of Top-notch Young Professionals"
"27924043","AraPheno: a public database for Arabidopsis thaliana phenotypes.",NA
"23193272","ArrayExpress update--trends in database growth and links to data analysis tools.","NHGRI NIH HHS"
"23193272","ArrayExpress update--trends in database growth and links to data analysis tools.","Biotechnology and Biological Sciences Research Council"
"23193272","ArrayExpress update--trends in database growth and links to data analysis tools.","NHGRI NIH HHS"
"23193272","ArrayExpress update--trends in database growth and links to data analysis tools.","NHGRI NIH HHS"
"26481361","Bovine Genome Database: new tools for gleaning function from the Bos taurus genome.",NA
"21995777","BRAD, the genetics and genomics database for Brassica plants.","European Commission FP7"
"23175613","BioGPS and MyGene.info: organizing online, gene-centric information.","NIGMS NIH HHS"
"23175613","BioGPS and MyGene.info: organizing online, gene-centric information.","NIGMS NIH HHS"
"23175613","BioGPS and MyGene.info: organizing online, gene-centric information.","NIGMS NIH HHS"
"23175613","BioGPS and MyGene.info: organizing online, gene-centric information.","NIGMS NIH HHS"
"28077563","The BioC-BioGRID corpus: full text articles annotated for curation of protein-protein and genetic interactions. ","Biotechnology and Biological Sciences Research Council"
"21672956","BioPortal: enhanced functionality via new Web services from the National Center for Biomedical Ontology to access and use ontologies in software applications.","NHGRI NIH HHS"
"24265224","Updates to BioSamples database at European Bioinformatics Institute.","Wellcome Trust"
"24265224","Updates to BioSamples database at European Bioinformatics Institute.","Medical Research Council"
"24265224","Updates to BioSamples database at European Bioinformatics Institute.","Wellcome Trust"
"21940398","BitterDB: a database of bitter compounds.",NA
"23650175","The comprehensive antibiotic resistance database.","Canadian Institutes of Health Research"
"23650175","The comprehensive antibiotic resistance database.","Medical Research Council"
"24209780","CEG: a database of essential gene clusters.",NA
"24185697","The Candida Genome Database: the new homology information page highlights protein similarity and phylogeny.","NIDCR NIH HHS"
"24214998","COLOMBOS v2.0: an ever expanding collection of bacterial expression compendia.",NA
"27043825","CPAD, Curated Protein Aggregation Database: A Repository of Manually Curated Experimental Data on Protein and Peptide Aggregation.",NA
"26586798","CPPsite 2.0: a repository of experimentally validated cell-penetrating peptides.",NA
"33242091","CSDB_GT, a curated glycosyltransferase database with close-to-full coverage on three most studied nonanimal species.","Russian Science Foundation"
"25326323","The Comparative Toxicogenomics Database's 10th year anniversary: update 2015.","NIEHS NIH HHS"
"25326323","The Comparative Toxicogenomics Database's 10th year anniversary: update 2015.","NIGMS NIH HHS"
"25326323","The Comparative Toxicogenomics Database's 10th year anniversary: update 2015.","NIEHS NIH HHS"
"25326323","The Comparative Toxicogenomics Database's 10th year anniversary: update 2015.","NIEHS NIH HHS"
"25326323","The Comparative Toxicogenomics Database's 10th year anniversary: update 2015.","NIEHS NIH HHS"
"25326323","The Comparative Toxicogenomics Database's 10th year anniversary: update 2015.","NIGMS NIH HHS"
"25326323","The Comparative Toxicogenomics Database's 10th year anniversary: update 2015.","NIEHS NIH HHS"
"27899562","The ChEMBL database in 2017.","Wellcome Trust"
"27899562","The ChEMBL database in 2017.","Wellcome Trust"
"27899562","The ChEMBL database in 2017.","NCI NIH HHS"
"27899562","The ChEMBL database in 2017.","Wellcome Trust"
"31747015","ChiTaRS 5.0: the comprehensive database of chimeric transcripts matched with druggable fusions and 3D chromatin maps.","Israel Cancer Association"
"31747015","ChiTaRS 5.0: the comprehensive database of chimeric transcripts matched with druggable fusions and 3D chromatin maps.","Israel Innovation Authority"
"27899563","ChimerDB 3.0: an enhanced database for fusion genes from cancer transcriptome and literature data mining.",NA
"24234444","CollecTF: a database of experimentally validated transcription factor-binding sites in Bacteria.",NA
"23143270","The ConsensusPathDB interaction database: 2013 update.",NA
"24275496","CyanoBase and RhizoBase: databases of manually curated annotations for cyanobacterial and rhizobial genomes.",NA
"26553799","DASHR: database of small human noncoding RNAs.","NIA NIH HHS"
"26553799","DASHR: database of small human noncoding RNAs.","NIGMS NIH HHS"
"26553799","DASHR: database of small human noncoding RNAs.","NIA NIH HHS"
"26553799","DASHR: database of small human noncoding RNAs.","NIGMS NIH HHS"
"26553799","DASHR: database of small human noncoding RNAs.","NIA NIH HHS"
"26553799","DASHR: database of small human noncoding RNAs.","NIA NIH HHS"
